"tranportador_atrasou","PALLETS","troca_ordem","troc_h_carga","troc_h_descarga","troc_recurso","recurso_extra","isca","retorno","possui_prioridade","numero_acessos","numero_de_macros","numero_manutencao","ultimo_odometro_dia","GR_JORNADA","CIDADE_OPERACO","OPERACAO","ERAS_DESCRICAO","IDADE_CAVALO","IDADE_CARRETA","MARCA_CAVALO","MARCA_CARRETA","numero_paradas_proibidas","VIAG_VALOR_CARGA","VIAG_PESO_TOTAL","VIAG_DISTANCIA","delta_inicio_cadastro","delta_fim_inicio","numero_paradas.rast","numero_paradas.gris"
"1",28,"0","0","0","0","0","1","0","0",1,23,0,483549,"1","PG","DEDICADO","ALTO",6,3,"DAF","FACCHINI",0,123368.55,31625.36,526.28,0.604444444444444,72.0952777777778,4,36
"1",28,"0","0","0","0","0","1","0","0",1,15,0,312631,"1","PG","DEDICADO","ALTO",4,3,"DAF","FACCHINI",0,209197.28,32553.56,553.02,0.996944444444444,44.6961111111111,4,38
"1",28,"0","0","0","0","0","1","0","0",1,9,0,71824,"1","PG","DEDICADO","ALTO",1,8,"DAF","FACCHINI",0,209197.28,32553.56,553.02,0.709166666666667,23.4186111111111,1,38
"1",28,"0","0","0","1","0","1","0","0",1,9,0,70009,"1","PG","DEDICADO","ALTO",1,6,"DAF","FACCHINI",0,209197.28,32553.56,553.02,0.778611111111111,44.0341666666667,1,38
"0",28,"0","0","0","0","0","1","0","0",2,23,0,371985,"1","PG","DEDICADO","ALTO",5,6,"DAF","FACCHINI",0,209197.28,32553.56,553.02,1.50222222222222,40.8469444444444,5,38
"1",28,"0","0","0","0","0","0","1","0",1,8,0,183086,"1","CVL","SPOT","ALTO",2,5,"SCANIA","FACCHINI",0,180590.25,29292.09,1077.71,0.401666666666667,64.8858333333333,1,0
"1",28,"0","0","0","0","0","0","0","0",2,14,1,478941,"1","MAR","CROSS","NV FROTA",5,12,"MERCEDES-BENZ","RANDON",0,150651,29997.9,166.84,0.709722222222222,134.619444444444,1,4
"0",28,"0","0","0","0","0","0","0","0",2,15,3,384585,"0","MAR","CROSS","NV FROTA",5,10,"MERCEDES-BENZ","RANDON",0,91850.2,26360.68,166.84,0.0311111111111111,21.8558333333333,2,4
"1",26,"0","0","0","0","0","0","0","1",1,15,0,362198,"1","CVL","SPOT","NV FROTA",4,4,"MERCEDES-BENZ","NOMA",0,41530.08,34806.2,551.24,0.365277777777778,26.9811111111111,4,42
"1",26,"0","0","0","0","0","0","0","0",3,46,0,207272,"1","CTA","CROSS","NV FROTA",3,5,"SCANIA","FACCHINI",0,62079.48,36669.75,41.83,0.426388888888889,0.899166666666667,0,10
"1",28,"0","0","0","0","0","0","0","0",2,21,0,116043,"1","CTA","CROSS","NV FROTA",2,5,"DAF","FACCHINI",0,65847.82,29612.12,77.11,8.5175,5.75555555555556,0,2
"0",28,"0","0","0","0","0","0","0","0",3,46,0,207272,"1","CTA","CROSS","NV FROTA",3,5,"SCANIA","FACCHINI",0,44746.8,31452.4,41.83,2.68388888888889,0.384166666666667,0,10
"0",28,"0","0","0","0","0","0","0","0",2,40,2,418663,"1","CTA","CROSS","NV FROTA",3,2,"SCANIA","FACCHINI",0,106680.6,29205.8,14.99,7.24527777777778,4.83861111111111,3,3
"1",28,"0","0","0","0","0","0","0","1",1,18,0,439304,"1","CVL","SPOT","NV FROTA",5,4,"MERCEDES-BENZ","NOMA",0,84663.8,19389.5,448.73,0.468055555555556,28.6758333333333,3,22
"0",28,"0","0","0","0","0","0","0","0",3,46,0,207272,"1","CTA","CROSS","NV FROTA",3,5,"SCANIA","FACCHINI",0,72000.59,32777.88,41.83,0.327222222222222,1.07277777777778,0,10
"1",27,"0","0","0","0","0","0","0","0",3,46,0,207272,"1","CTA","CROSS","NV FROTA",3,5,"SCANIA","FACCHINI",0,127449.49,26338.6,50.41,0.241944444444444,0.75,0,10
"1",28,"0","0","0","0","0","0","0","1",2,40,2,418663,"1","CTA","CROSS","NV FROTA",3,2,"SCANIA","FACCHINI",0,41007.3,15764,50.41,5.10555555555556,0,3,10
"0",27.5,"0","0","0","0","0","0","0","0",3,46,0,207272,"1","CTA","CROSS","NV FROTA",3,5,"SCANIA","FACCHINI",0,116807.2,31265.16,50.41,0.848611111111111,0.829166666666667,0,10
"1",28,"0","0","0","0","0","0","0","1",1,18,0,365727,"1","CVL","SPOT","NV FROTA",3,4,"SCANIA","NOMA",0,28665,5577,297.61,0.537777777777778,67.8488888888889,3,15
"0",27,"0","0","0","0","0","0","0","1",2,21,0,116043,"1","CTA","CROSS","NV FROTA",2,5,"DAF","FACCHINI",0,86324.5,36401.12,50.41,2.62888888888889,0.2075,0,10
"0",28,"0","0","0","0","0","0","0","0",3,46,0,207272,"1","CTA","CROSS","NV FROTA",3,5,"SCANIA","FACCHINI",0,26803.8,15880.6,50.41,0.310833333333333,9.04666666666667,0,10
"1",28,"1","0","0","0","0","0","0","0",3,30,1,281179,"1","MGA","SPOT","NV FROTA",3,5,"SCANIA","FACCHINI",0,72340.21,34704.36,104.01,1.42944444444444,2.17638888888889,4,5
"1",26,"0","0","0","0","0","0","0","1",1,13,0,329700,"1","CVL","SPOT","NV FROTA",3,2,"SCANIA","FACCHINI",0,48889.88,34806.2,770.72,0.562777777777778,37.5955555555556,3,34
"1",26,"0","0","0","0","0","0","0","1",1,12,2,97528,"1","CVL","SPOT","NV FROTA",1,1,"DAF","FACCHINI",0,48889.88,34806.2,770.72,1.15916666666667,38.7280555555556,3,34
"1",26,"0","0","0","0","0","0","0","1",1,14,0,37499,"1","MGA","SPOT","NV FROTA",0,4,"SCANIA","RANDON",0,59817.31,26545.64,572.11,0.631944444444444,26.9822222222222,3,29
"1",26.5,"0","0","0","0","0","0","0","1",1,12,1,159721,"1","CVL","SPOT","NV FROTA",2,2,"SCANIA","JOINVILLE",0,62790.11,24265.52,859.84,1.17166666666667,60.2263888888889,2,35
"1",26,"0","0","0","0","0","0","0","1",1,17,3,30379,"1","CVL","SPOT","NV FROTA",0,1,"SCANIA","FACCHINI",0,48889.88,34806.2,572.11,0.824444444444444,45.9077777777778,6,27
"1",26,"0","0","0","0","0","0","0","1",1,14,0,31506,"1","CVL","SPOT","NV FROTA",0,1,"SCANIA","FACCHINI",0,42516.92,37138.54,462.78,1.04361111111111,23.3802777777778,4,29
"1",27.688,"0","0","0","0","0","0","0","0",1,14,0,377946,"1","MGA","CROSS","NV FROTA",3,8,"SCANIA","FACCHINI",0,73957.01,26131.78,481.12,0.305555555555556,23.7986111111111,3,29
"1",26,"0","0","0","0","0","0","0","1",1,16,3,401255,"1","CVL","SPOT","NV FROTA",4,4,"MERCEDES-BENZ","FACCHINI",0,38482.86,34806.2,462.78,0.932777777777778,27.9233333333333,5,29
"1",26,"0","0","0","0","0","0","0","1",1,11,0,351811,"1","CVL","SPOT","NV FROTA",3,3,"SCANIA","FACCHINI",0,48889.88,34806.2,770.72,0.263055555555556,45.8222222222222,2,32
"1",26,"0","0","0","0","0","0","0","1",1,11,0,310619,"1","CVL","SPOT","NV FROTA",3,2,"SCANIA","FACCHINI",0,48889.88,34806.2,572.11,2.24722222222222,42.1305555555556,3,27
"0",26,"0","0","0","0","0","0","0","0",3,30,1,281179,"1","MGA","SPOT","NV FROTA",3,5,"SCANIA","FACCHINI",0,49019.88,34806.2,104.01,0.3775,22.6186111111111,4,5
"1",28,"0","0","0","0","0","0","0","1",1,11,0,405275,"1","CVL","SPOT","NV FROTA",5,6,"DAF","FACCHINI",0,57448.95,31938.36,598.72,13.8547222222222,31.0430555555556,2,7
"1",27,"0","0","0","0","0","0","0","0",1,15,0,187953,"1","CVL","SPOT","NV FROTA",2,0,"SCANIA","FACCHINI",0,53319.64,36110.32,462.78,0.253611111111111,31.6380555555556,4,29
"1",26,"0","0","0","0","0","0","0","1",1,16,0,91832,"1","CVL","SPOT","NV FROTA",1,0,"DAF","FACCHINI",0,48889.88,34806.2,572.11,0.865833333333333,63.2311111111111,3,27
"1",28,"0","0","0","0","0","0","0","0",2,40,2,117790,"1","MAR","SPOT","NV FROTA",1,2,"SCANIA","FACCHINI",0,80106.29,33350.78,205.96,6.86833333333333,0,12,4
"1",27,"0","0","0","0","0","0","0","0",3,36,0,149425,"1","MAR","CROSS","NV FROTA",1,5,"SCANIA","FACCHINI",0,56937.93,34152.06,175.09,0.456666666666667,3.16111111111111,5,4
"1",27.91,"0","0","0","0","0","0","0","1",1,17,0,337821,"1","MAR","CROSS","NV FROTA",2,9,"SCANIA","LIBRELATO",0,109872.45,32208.52,197.9,0.684444444444444,2.55777777777778,4,4
"0",27.417,"0","0","0","0","0","0","0","1",3,31,0,124151,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,88836.43,31169.52,197.9,0.505833333333333,3.6025,3,4
"0",28,"0","0","0","0","0","0","0","1",3,36,1,491042,"1","MAR","CROSS","NV FROTA",4,13,"MERCEDES-BENZ","RANDON",0,96573.3,30793.65,205.96,0.729444444444444,3.9325,9,4
"1",28,"0","0","0","0","0","0","0","1",1,18,0,33985,"1","CVL","SPOT","NV FROTA",0,4,"SCANIA","RANDON",0,114493.48,32186.6,578.63,0.408611111111111,23.2622222222222,3,28
"1",26,"0","0","0","0","0","0","0","1",1,12,0,135443,"1","CVL","SPOT","NV FROTA",2,3,"DAF","FACCHINI",0,39923.36,34806.2,677.52,0.771111111111111,31.4230555555556,3,9
"1",26,"0","0","0","0","0","0","0","1",1,20,0,205338,"1","CVL","SPOT","NV FROTA",2,4,"SCANIA","FACCHINI",0,39923.36,34806.2,677.52,0.571944444444444,45.6888888888889,7,9
"0",27,"1","0","0","0","0","0","0","1",3,35,2,128533,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,92589.07,34125.33,205.96,0.643611111111111,4.01694444444444,7,4
"1",26,"0","0","0","0","0","0","0","1",1,14,1,354237,"1","CVL","SPOT","NV FROTA",4,5,"MERCEDES-BENZ","FACCHINI",0,39923.36,34806.2,677.52,1.05861111111111,32.4227777777778,4,9
"0",28,"0","0","0","0","0","0","0","0",3,36,2,142867,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,96624.57,32733.84,205.96,4.41416666666667,0,5,4
"0",28,"0","0","0","0","0","0","0","0",3,36,0,149425,"1","MAR","CROSS","NV FROTA",1,5,"SCANIA","FACCHINI",0,103380.59,30965.5,205.96,0.660277777777778,3.33972222222222,5,4
"1",28,"0","1","0","0","0","0","0","0",2,40,2,117790,"1","MAR","SPOT","NV FROTA",1,2,"SCANIA","FACCHINI",0,110006.47,31312.67,175.09,15.3494444444444,1.08666666666667,12,4
"1",26,"0","0","0","0","0","0","0","1",1,6,0,533368,"1","CVL","SPOT","NV FROTA",5,3,"MERCEDES-BENZ","RANDON",0,39923.36,34806.2,677.52,15.1747222222222,27.6536111111111,0,9
"0",26,"0","0","0","0","0","0","0","1",1,13,0,224619,"1","MAR","SPOT","NV FROTA",2,2,"SCANIA","FACCHINI",0,39923.36,34806.2,677.52,0.346666666666667,32.3413888888889,3,9
"0",28,"0","0","0","0","0","0","0","0",3,36,0,149425,"1","MAR","CROSS","NV FROTA",1,5,"SCANIA","FACCHINI",0,75307.2,12545.08,175.06,0.0522222222222222,3.65666666666667,5,4
"0",28,"0","0","1","0","0","0","0","0",2,40,2,117790,"1","MAR","SPOT","NV FROTA",1,2,"SCANIA","FACCHINI",0,82119.7,17980.08,175.06,10.1513888888889,1.02694444444444,12,4
"0",28,"0","0","1","0","0","0","0","0",2,40,2,117790,"1","MAR","SPOT","NV FROTA",1,2,"SCANIA","FACCHINI",0,14931,19605,206.25,3.01111111111111,17.4497222222222,12,4
"0",28,"0","0","0","0","0","0","0","1",3,36,1,491042,"1","MAR","CROSS","NV FROTA",4,13,"MERCEDES-BENZ","RANDON",0,73346,6006,206.25,0.131111111111111,9.09888888888889,9,4
"0",28,"0","0","0","0","0","0","0","1",3,35,2,128533,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,76273.6,12690.4,206.25,0.651666666666667,7.10027777777778,7,4
"1",28,"0","0","0","0","0","0","0","1",2,17,0,149763,"1","BTM","OP MINAS","NV FROTA",1,6,"DAF","FACCHINI",0,89730.94,29913,141.51,0.309166666666667,11.5413888888889,2,3
"1",28,"0","0","0","0","0","0","0","1",1,19,0,137842,"1","BTM","OP MINAS","NV FROTA",2,2,"DAF","FACCHINI",0,49791.17,29620.78,46.65,4.78944444444444,4.74388888888889,1,1
"1",28,"0","0","0","0","0","0","0","1",1,21,0,128870,"1","BTM","OP MINAS","NV FROTA",2,6,"DAF","FACCHINI",0,75080.07,29072.1,58.24,1.48166666666667,4.42888888888889,5,1
"0",28,"0","0","0","0","0","0","0","1",1,29,0,121125,"1","BTM","OP MINAS","NV FROTA",2,3,"DAF","FACCHINI",0,67238.67,29186.04,58.24,0.119722222222222,17.4436111111111,6,1
"1",28,"0","0","0","0","0","0","0","1",1,14,0,125502,"1","BTM","OP MINAS","NV FROTA",2,6,"DAF","FACCHINI",0,51731.51,34465.6,46.65,6.29916666666667,20.8672222222222,1,1
"0",28,"0","0","0","0","0","0","0","1",1,17,2,454312,"1","BTM","OP MINAS","NV FROTA",5,4,"MERCEDES-BENZ","NOMA",0,51731.51,34465.6,46.65,2.2275,31.2252777777778,4,1
"0",28,"0","0","0","0","0","0","0","1",1,17,0,83912,"1","BTM","OP MINAS","NV FROTA",1,5,"DAF","FACCHINI",0,59740.26,27846.08,58.24,6.25805555555556,0,3,1
"1",28,"0","0","0","0","0","0","0","1",1,13,0,80526,"1","CVL","SPOT","NV FROTA",1,6,"DAF","FACCHINI",0,71661.82,26422.92,58.24,0.707222222222222,30.7508333333333,3,1
"1",28,"0","0","0","0","0","0","0","1",1,14,0,125502,"1","BTM","OP MINAS","NV FROTA",2,6,"DAF","FACCHINI",0,25900.5,11533.3,47.5,6.33361111111111,0,1,1
"1",28,"0","0","0","0","0","0","0","0",2,21,6,73187,"1","CVL","SPOT","NV FROTA",1,0,"DAF","FACCHINI",0,52034.27,34806.2,267.9,1.42194444444444,24.5380555555556,7,2
"1",28,"0","0","0","0","0","0","0","1",2,29,0,155626,"1","CPG","CROSS","NV FROTA",1,2,"DAF","FACCHINI",0,100466.19,35048.94,267.9,4.99416666666667,0.155277777777778,4,2
"1",28,"0","0","0","0","0","0","0","0",2,31,0,156757,"1","CPG","CROSS","NV FROTA",1,4,"DAF","RANDON",0,98336.71,17893.86,333.02,0.928611111111111,6.70555555555556,8,3
"1",28,"0","0","0","0","0","0","0","0",3,37,0,162208,"1","CPG","CROSS","NV FROTA",1,4,"DAF","RANDON",0,104503.16,17813.31,333.02,1.15138888888889,7.20361111111111,12,3
"1",28,"0","0","0","0","0","0","0","0",1,9,0,373588,"1","CVL","SPOT","NV FROTA",2,4,"SCANIA","NOMA",0,290063.66,30007.04,1011.91,14.1002777777778,40.4363888888889,1,35
"1",28,"0","0","0","0","0","0","0","0",1,15,1,134224,"1","CVL","SPOT","NV FROTA",2,0,"DAF","FACCHINI",0,52969.37,28124.74,1045.87,4.25833333333333,47.3763888888889,4,15
"1",28,"0","0","0","0","0","0","0","0",2,13,0,116221,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,38360.84,13160,316.58,0.602222222222222,4.85444444444444,2,2
"1",28,"0","0","0","0","0","0","0","1",1,13,0,31548,"1","CVL","SPOT","NV FROTA",0,4,"SCANIA","RANDON",0,50597.12,27508,413.72,3.62861111111111,9.37916666666667,1,10
"1",28,"0","0","0","0","0","0","0","1",1,13,0,462101,"1","CVL","SPOT","NV FROTA",6,2,"DAF","FACCHINI",0,46504.64,27508,589.79,1.25361111111111,66.2252777777778,3,30
"1",28,"0","0","0","0","0","0","0","1",1,8,0,228051,"1","CVL","SPOT","NV FROTA",2,8,"DAF","FACCHINI",0,50081.92,29624,322.53,14.2275,9.20222222222222,2,4
"1",28,"0","0","0","0","0","0","0","1",2,31,1,141036,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,50081.92,29624,322.53,1.58666666666667,6.61555555555556,8,4
"0",28,"0","0","0","0","0","0","0","1",2,33,1,320065,"1","MAR","CROSS","NV FROTA",2,2,"SCANIA","FACCHINI",0,50081.92,29624,322.53,0.3025,6.69916666666667,6,4
"1",28,"0","0","0","1","0","0","0","1",2,13,0,135120,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,50081.92,29624,326.97,2.67944444444444,19.6872222222222,3,8
"0",26,"0","0","0","1","0","0","0","0",2,21,3,236858,"1","MAR","CROSS","NV FROTA",2,3,"SCANIA","FACCHINI",0,86258.52,31200,129.66,0.267222222222222,17.0813888888889,2,2
"1",28,"1","0","0","0","1","0","0","0",2,15,0,324662,"1","CVL","SPOT","NV FROTA",3,3,"SCANIA","FACCHINI",0,65093.17,24270.84,291.13,0.0680555555555555,24.2922222222222,1,16
"0",28,"0","0","0","0","0","0","0","0",2,15,0,173999,"1","MGA","CROSS","NV FROTA",2,7,"DAF","FACCHINI",0,113894.15,23600.86,500.77,0.266111111111111,53.4066666666667,4,7
"0",28,"0","0","0","0","0","1","0","0",1,20,0,352364,"1","PG","DEDICADO","ALTO",5,2,"DAF","FACCHINI",0,209276.71,32553.56,589.51,0.239166666666667,45.5622222222222,2,35
"1",28,"0","0","0","0","0","1","0","0",2,10,0,187488,"1","PG","DEDICADO","ALTO",2,6,"DAF","FACCHINI",0,209197.28,32553.56,553.02,6.38027777777778,37.1713888888889,1,38
"0",28,"0","0","0","0","0","0","0","0",1,17,0,413400,"1","PG","DEDICADO","ALTO",5,6,"DAF","FACCHINI",0,112317.66,33139.6,114.61,1.78583333333333,16.9211111111111,2,10
"1",28,"0","0","0","0","0","1","0","0",1,16,0,371002,"1","PG","DEDICADO","ALTO",5,5,"DAF","FACCHINI",0,209276.7,32553.56,589.51,0.535833333333333,44.8102777777778,2,35
"1",28,"0","0","0","0","0","0","0","0",1,15,0,85696,"1","PG","DEDICADO","ALTO",1,5,"DAF","FACCHINI",0,313249.19,31621.55,599,18.4661111111111,31.5655555555556,4,15
"1",28,"0","0","0","0","0","0","0","0",2,17,0,298502,"1","PG","DEDICADO","ALTO",4,3,"DAF","FACCHINI",0,112317.66,33139.6,114.61,13.0858333333333,4.49694444444444,5,10
"1",28,"0","0","0","0","0","0","0","0",1,13,0,384456,"1","PG","DEDICADO","ALTO",4,2,"DAF","FACCHINI",0,224177.85,32736.4,114.61,14.4311111111111,4.37583333333333,3,10
"1",26,"0","0","0","0","0","0","0","0",2,10,0,452069,"0","MAR","CROSS","NV FROTA",4,9,"MERCEDES-BENZ","LIBRELATO",0,94768.3,27845.15,166.84,1.55444444444444,117.565555555556,0,4
"1",26,"0","0","0","0","0","0","0","0",5,22,3,384929,"0","MAR","CROSS","NV FROTA",5,10,"MERCEDES-BENZ","RANDON",0,90343.33,22432.8,166.84,1.88416666666667,121.254444444444,3,4
"1",26,"0","0","0","0","0","0","0","0",3,42,0,207491,"1","CTA","CROSS","NV FROTA",3,5,"SCANIA","FACCHINI",0,54285.53,34931,41.83,2.93055555555556,0.141944444444444,3,10
"0",26.416,"0","0","0","0","0","0","0","1",2,28,0,418778,"1","CTA","CROSS","NV FROTA",3,2,"SCANIA","FACCHINI",0,58037.67,35105.6,41.83,1.60388888888889,0,2,10
"1",27,"0","0","0","0","0","0","0","1",2,19,0,116270,"1","CTA","CROSS","NV FROTA",2,5,"DAF","FACCHINI",0,84537.13,34881.82,41.83,3.41361111111111,0.192777777777778,0,10
"1",26,"0","0","0","0","0","0","0","0",3,42,0,207491,"1","CTA","CROSS","NV FROTA",3,5,"SCANIA","FACCHINI",0,40938.94,37618,41.83,4.43444444444444,1.23388888888889,3,10
"1",28,"0","0","0","0","0","0","0","1",1,16,0,83125,"1","CVL","SPOT","NV FROTA",1,0,"DAF","FACCHINI",0,41550.6,29205.8,473.3,0.624722222222222,21.6636111111111,3,29
"1",27.364,"0","0","0","0","0","0","0","1",1,10,0,419005,"1","CTA","CROSS","NV FROTA",5,5,"DAF","FACCHINI",0,98589.28,34070.62,551.24,0.137777777777778,24.3011111111111,2,42
"1",28,"0","0","0","0","0","0","0","0",1,11,0,323043,"1","CVL","SPOT","NV FROTA",2,2,"SCANIA","FACCHINI",0,39923.36,34806.2,1069.03,0.75,43.81,2,35
"0",27,"0","0","0","0","0","0","0","1",3,42,0,207491,"1","CTA","CROSS","NV FROTA",3,5,"SCANIA","FACCHINI",0,42191.43,36347.44,41.83,0.277777777777778,12.0252777777778,3,10
"0",28,"0","0","0","0","0","0","0","0",2,12,0,293626,"1","CVL","SPOT","NV FROTA",3,6,"SCANIA","FACCHINI",0,39923.36,34806.2,1069.03,12.6636111111111,55.4797222222222,2,35
"1",27.25,"0","0","0","0","0","0","0","0",3,42,0,207491,"1","CTA","CROSS","NV FROTA",3,5,"SCANIA","FACCHINI",0,90827.29,35082.52,50.41,0.724722222222222,0.736111111111111,3,10
"1",28,"0","0","0","0","0","0","0","1",2,28,0,418778,"1","CTA","CROSS","NV FROTA",3,2,"SCANIA","FACCHINI",0,63244.29,33231.88,50.41,1.55666666666667,0.755,2,10
"1",26,"0","0","0","0","0","0","0","1",1,17,0,356767,"1","CVL","SPOT","NV FROTA",3,4,"SCANIA","FACCHINI",0,80865.53,31804.24,297.61,2.04472222222222,71.6647222222222,5,15
"1",28,"0","0","0","0","0","0","0","1",2,19,0,116270,"1","CTA","CROSS","NV FROTA",2,5,"DAF","FACCHINI",0,59914.4,29367.32,50.41,0.970555555555556,1.06277777777778,0,10
"0",28,"0","0","0","0","0","0","0","0",3,42,0,207491,"1","CTA","CROSS","NV FROTA",3,5,"SCANIA","FACCHINI",0,90849.29,30637.88,50.41,0.705,1.16194444444444,3,10
"1",28,"0","0","0","0","0","0","0","1",1,17,2,149204,"1","CVL","SPOT","NV FROTA",2,0,"DAF","FACCHINI",0,48949.42,31152.24,462.78,0.377222222222222,24.8127777777778,6,29
"1",27.16,"0","0","0","0","0","0","0","1",2,12,0,31873,"1","CVL","SPOT","NV FROTA",0,4,"SCANIA","RANDON",0,71965.25,30365.49,462.78,0.473055555555556,25.4433333333333,3,29
"1",27.057,"0","0","0","0","0","0","0","1",1,9,0,128032,"1","CVL","SPOT","NV FROTA",2,0,"DAF","FACCHINI",0,57342.42,29099.19,429.73,0.751111111111111,22.7580555555556,2,19
"1",26.424,"0","0","0","0","0","0","0","1",1,20,0,34022,"1","CVL","SPOT","NV FROTA",0,4,"SCANIA","RANDON",0,65184.57,28164.49,331.98,0.136666666666667,9.19833333333333,4,7
"1",26,"0","0","0","0","0","0","0","1",2,19,0,92398,"1","CVL","SPOT","NV FROTA",1,2,"SCANIA","FACCHINI",0,48889.88,34806.2,770.72,0.670555555555556,29.9655555555556,4,32
"1",27,"0","0","0","0","0","0","0","1",1,20,1,331563,"1","MGA","CROSS","NV FROTA",3,6,"SCANIA","FACCHINI",0,79420.99,33497.84,274.88,0.480555555555556,5.25777777777778,3,15
"1",27,"0","0","0","0","0","0","0","1",2,19,3,114160,"1","CVL","SPOT","NV FROTA",2,0,"DAF","FACCHINI",0,61558.31,28679.6,274.88,0.789166666666667,20.9119444444444,6,15
"1",28,"0","0","0","0","0","0","0","1",3,20,0,347922,"1","CVL","CROSS","NV FROTA",3,5,"SCANIA","FACCHINI",0,68033.72,30620.8,274.88,1.00555555555556,4.25527777777778,5,15
"1",28,"0","0","0","0","0","0","0","1",3,32,0,116213,"1","CVL","CROSS","NV FROTA",1,6,"DAF","FACCHINI",0,57822.15,31635.72,462.78,0.378888888888889,23.1736111111111,4,29
"1",26.776,"0","0","0","0","0","0","0","1",1,11,1,129628,"1","CVL","SPOT","NV FROTA",2,0,"DAF","FACCHINI",0,65004.34,29569.63,598.72,0.166111111111111,40.3555555555556,2,7
"1",26,"0","0","0","0","0","0","0","1",2,19,1,362541,"1","MGA","CROSS","NV FROTA",3,6,"SCANIA","FACCHINI",0,32454.29,25593.24,1168.36,0.709722222222222,66.5113888888889,7,10
"1",25.823,"0","0","0","0","0","0","0","0",3,31,2,446658,"0","MAR","CROSS","NV FROTA",4,5,"MERCEDES-BENZ","FACCHINI",0,121233.56,31020.21,205.96,0.518055555555556,2.98277777777778,5,4
"1",27,"0","0","0","0","0","0","0","0",2,28,1,150270,"1","MAR","CROSS","NV FROTA",1,5,"SCANIA","FACCHINI",0,68412.24,34552.1,205.96,0.841111111111111,3.61,6,4
"1",27,"0","0","0","0","0","0","0","0",3,36,1,118514,"1","MAR","SPOT","NV FROTA",1,2,"SCANIA","FACCHINI",0,94069.53,34179.07,175.09,2.67555555555556,4.505,11,4
"1",27.648,"0","0","0","0","0","0","0","1",2,18,0,338201,"1","MAR","CROSS","NV FROTA",2,9,"SCANIA","LIBRELATO",0,87271.86,31265.65,197.9,0.4925,1.4925,4,4
"0",27,"0","0","0","0","0","0","0","1",2,30,0,209611,"1","CVL","SPOT","NV FROTA",2,4,"DAF","RANDON",0,70018.54,33700.6,197.9,0.314444444444444,18.6655555555556,7,4
"0",27,"0","0","0","0","0","0","0","1",2,31,1,436145,"1","MAR","CROSS","NV FROTA",2,12,"SCANIA","RANDON",0,114303.14,29044.87,197.9,0.423611111111111,4.50916666666667,9,4
"0",27,"0","0","0","0","0","0","0","1",2,39,4,99365,"1","MAR","SPOT","NV FROTA",1,5,"DAF","FACCHINI",0,86075.01,34776.28,205.96,0.760833333333333,5.51555555555556,8,4
"0",27,"0","0","0","0","0","0","0","1",3,34,0,134970,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,95294.07,34591.53,205.96,2.3875,1.99916666666667,4,4
"0",27,"0","0","0","0","0","0","0","1",3,33,0,139804,"1","MAR","CROSS","NV FROTA",1,12,"DAF","RANDON",0,98135.81,34989.52,205.96,0.271388888888889,3.835,6,4
"0",28,"0","0","0","0","0","0","0","1",3,32,0,128807,"1","MAR","CROSS","NV FROTA",1,13,"DAF","RANDON",0,105574.5,32058.47,205.96,0.133611111111111,3.80305555555556,4,4
"1",28,"0","0","0","0","0","0","0","1",3,33,0,156328,"1","MAR","CROSS","NV FROTA",1,2,"DAF","FACCHINI",0,93393.72,33182.7,175.09,0.971111111111111,2.99416666666667,6,4
"1",28,"0","0","0","0","0","0","0","1",2,32,0,143123,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,111607.97,32570.07,205.96,2.42166666666667,2.22944444444444,7,4
"0",28,"0","0","0","0","0","0","0","1",2,35,0,134687,"1","MAR","CROSS","NV FROTA",1,5,"DAF","FACCHINI",0,91129.62,34414.48,206.33,0.0763888888888889,3.30222222222222,6,4
"0",28,"0","1","0","0","0","0","0","0",3,31,2,446658,"0","MAR","CROSS","NV FROTA",4,5,"MERCEDES-BENZ","FACCHINI",0,87718.72,33163.19,205.96,0.206666666666667,3.24194444444444,5,4
"0",28,"0","0","0","0","0","0","0","0",2,28,1,150270,"1","MAR","CROSS","NV FROTA",1,5,"SCANIA","FACCHINI",0,90345.38,31198,205.96,0.0994444444444444,3.99611111111111,6,4
"1",28,"0","0","0","0","0","0","0","0",3,36,1,118514,"1","MAR","SPOT","NV FROTA",1,2,"SCANIA","FACCHINI",0,63467.47,34944.16,175.09,0.546944444444444,4.36916666666667,11,4
"1",28,"0","0","0","0","0","0","0","1",1,26,5,413758,"1","CVL","SPOT","NV FROTA",4,0,"MERCEDES-BENZ","FACCHINI",0,111061.74,31801.13,578.63,5.16555555555556,36.5994444444444,9,28
"1",28,"0","0","0","0","0","0","0","1",2,18,0,338201,"1","MAR","CROSS","NV FROTA",2,9,"SCANIA","LIBRELATO",0,33528.9,10942.1,194.32,0.500833333333333,18.0283333333333,4,4
